idx,batch,type,class,priority,english,garo,confidence,discrepancy_codes,discrepancy_detail,nv_refs,rule_refs,owner_directive,native_cited
3857,8,WORD,A,P2,area,ha·dok,unverified,D2,3 distinct English glosses under Garo form 'ha·dok',,,False,False
3858,8,WORD,A,P2,areca,gu·a,unverified,D2,2 distinct English glosses under Garo form 'gu·a',,,False,False
3859,8,PHRASE,A,P2,argue at legal meeting,je·a,unverified,D2,2 distinct English glosses under Garo form 'je·a',,,False,False
3860,8,WORD,A,P2,arm,jak,unverified,D2,3 distinct English glosses under Garo form 'jak',,,False,False
3861,8,PHRASE,B,,arm pit,pak·wal,unverified,,,,,False,False
3862,8,WORD,A,P2,aroused,gang·a,unverified,D2,3 distinct English glosses under Garo form 'gang·a',,,False,False
3863,8,WORD,A,P2,arrive,sok·a,unverified,D2,2 distinct English glosses under Garo form 'sok·a',,,False,False
3864,8,WORD,B,,arrow,gol·chok,unverified,,,,,False,False
3865,8,WORD,B,,arum,ta·ring,unverified,,,,,False,False
3866,8,WORD,A,P2,ash,ang·gal,unverified,D2,3 distinct English glosses under Garo form 'ang·gal',,,False,False
3867,8,WORD,B,,ashes,ha·dip·u,unverified,,,,,False,False
3868,8,PHRASE,A,P2,ask question,sing·a,unverified,D2,5 distinct English glosses under Garo form 'sing·a',,,False,False
3869,8,PHRASE,A,P2,"ask, request",bi·a,unverified,D2,3 distinct English glosses under Garo form 'bi·a',,,False,False
3870,8,PHRASE,B,,asleep (legs,chim·it·a,unverified,,,,,False,False
3871,8,PHRASE,B,,athlete's foot,ja·si git·ok chot·a,unverified,,,,,False,False
3872,8,WORD,A,P2,attach,chap·a,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'attach' | 3 distinct English glosses under Garo form 'chap·a',,,False,False
3873,8,WORD,A,P2,attach,pa·a,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'attach' | 5 distinct English glosses under Garo form 'pa·a',,,False,False
3874,8,WORD,A,P2,attach,rit·chu·a,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'attach' | 2 distinct English glosses under Garo form 'rit·chu·a',,,False,False
3875,8,WORD,A,P2,attack,ding·a,unverified,D2,4 distinct English glosses under Garo form 'ding·a',,,False,False
3876,8,WORD,A,P2,attempt,ches·ta daka,unverified,D2,2 distinct English glosses under Garo form 'ches·ta daka',,,False,False
3877,8,WORD,A,P2,attention,gi·sik ron·a,unverified,D2,2 distinct English glosses under Garo form 'gi·sik ron·a',,,False,False
3878,8,WORD,A,P2,attract,mal·et·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'attract' | 2 distinct English glosses under Garo form 'mal·et·a',,,False,False
3879,8,WORD,A,P2,attract,mong·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'attract' | 3 distinct English glosses under Garo form 'mong·a',,,False,False
3880,8,WORD,A,P2,augury,a·si,unverified,D2,5 distinct English glosses under Garo form 'a·si',,,False,False
3881,8,PHRASE,A,P2,aunt (FaSi),ma·ni,unverified,D2,4 distinct English glosses under Garo form 'ma·ni',,,False,False
3882,8,PHRASE,UNRESOLVED,P2,aunt (MoOlSi),ma·jong,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-053,,True,False
3883,8,PHRASE,B,,aunt (MoYoSi),ma·de,unverified,,,,,False,False
3884,8,WORD,A,P2,auto,ga·ri,unverified,D2,5 distinct English glosses under Garo form 'ga·ri',,,False,False
3885,8,WORD,A,P2,avoid,eng·ki·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'avoid' | 2 distinct English glosses under Garo form 'eng·ki·a',,,False,False
3886,8,WORD,A,P2,avoid,gel·a,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'avoid',,,False,False
3887,8,WORD,A,P2,awake,mik·gil rak·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'awake' | 2 distinct English glosses under Garo form 'mik·gil rak·a',,,False,False
3888,8,WORD,A,P2,awake,mik·gil·ak·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'awake' | 2 distinct English glosses under Garo form 'mik·gil·ak·a',,,False,False
3889,8,WORD,A,P2,baby,a·wa git·chak,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'baby' | 3 distinct English glosses under Garo form 'a·wa git·chak',,,False,False
3890,8,WORD,A,P2,baby,a·wa,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'baby' | 2 distinct English glosses under Garo form 'a·wa',,,False,False
3891,8,WORD,A,P2,baby,gen·da,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'baby' | 2 distinct English glosses under Garo form 'gen·da',,,False,False
3892,8,PHRASE,A,P2,baby napkin,ki·tap,unverified,D2,4 distinct English glosses under Garo form 'ki·tap',,,False,False
3893,8,WORD,A,P2,bachelor,pan·te,unverified,D2,4 distinct English glosses under Garo form 'pan·te',,,False,False
3894,8,PHRASE,A,P2,back and forth,ru·ra·ga·ra,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'back and forth' | 3 distinct English glosses under Garo form 'ru·ra·ga·ra',,,False,False
3895,8,PHRASE,A,P2,back and forth,ru·rat·ru·rat,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'back and forth',,,False,False
3896,8,PHRASE,B,,back to back,tik·grik·a,unverified,,,,,False,False
3897,8,PHRASE,B,,back up,bit·in·a,unverified,,,,,False,False
3898,8,WORD,B,,backwards,ki·sang·cha·na,unverified,,,,,False,False
3899,8,WORD,A,P2,bait,a·dal,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bait' | 5 distinct English glosses under Garo form 'a·dal',,,False,False
3900,8,WORD,A,P2,bait,du·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bait' | 6 distinct English glosses under Garo form 'du·a',,,False,False
3901,8,WORD,A,P2,bald,chi·kil·ang·a,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bald',,,False,False
3902,8,WORD,A,P2,bald,ko·ka·rok,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bald' | 3 distinct English glosses under Garo form 'ko·ka·rok',,,False,False
3903,8,PHRASE,B,,bamboo surface,bi·sil,unverified,,,,,False,False
3904,8,PHRASE,B,,banana bud,te·rik so·bak,unverified,,,,,False,False
3905,8,PHRASE,B,,banana flower,so·bok,unverified,,,,,False,False
3906,8,PHRASE,B,,banana leaf,he·sal,unverified,,,,,False,False
3907,8,WORD,A,P2,bandit,da·kait,unverified,D2,2 distinct English glosses under Garo form 'da·kait',,,False,False
3908,8,WORD,A,P2,bangle,sang·gong,unverified,D2,3 distinct English glosses under Garo form 'sang·gong',,,False,False
3909,8,WORD,A,P2,bank,chi·rik·ing,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bank' | 2 distinct English glosses under Garo form 'chi·rik·ing',,,False,False
3910,8,WORD,A,P2,bank,chi·sam,unverified,D5;D1,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bank',,,False,False
3911,8,WORD,A,P2,bank,rik·ong,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bank' | 3 distinct English glosses under Garo form 'rik·ong',,,False,False
3912,8,WORD,B,,banyan,prap,unverified,,,,,False,False
3913,8,WORD,B,,baptism,bap·tis·mon,unverified,,,,,False,False
3914,8,WORD,B,,baptized,nap·bol·a,unverified,,,,,False,False
3915,8,WORD,A,P2,barb,ka·ni,unverified,D2,3 distinct English glosses under Garo form 'ka·ni',,,False,False
3916,8,WORD,A,P2,bare,ko·ka·rok,unverified,D2,3 distinct English glosses under Garo form 'ko·ka·rok',,,False,False
3917,8,PHRASE,A,P2,bare ground,ka·kil·ang,unverified,D2,2 distinct English glosses under Garo form 'ka·kil·ang',,,False,False
3918,8,WORD,A,P2,bark,bi·kil·ap,unverified,D2,3 distinct English glosses under Garo form 'bi·kil·ap',,,False,False
3919,8,PHRASE,B,,barking deer,ma·rak·ha,unverified,,,,,False,False
3920,8,PHRASE,B,,base of mountain,ja·pang,unverified,,,,,False,False
3921,8,WORD,A,P2,basket,kok,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'basket',,,False,False
3922,8,WORD,A,P2,basket,to·ra,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'basket',,,False,False
3923,8,WORD,A,P2,bathe,ha·bu·a,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bathe',,,False,False
3924,8,WORD,A,P2,bathe,ha·bu·dil·a,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bathe',,,False,False
3925,8,PHRASE,A,P2,bawl out,sa·wi·a,unverified,D2,3 distinct English glosses under Garo form 'sa·wi·a',,,False,False
3926,8,WORD,A,P2,bazaar,ba·jar,unverified,D2,4 distinct English glosses under Garo form 'ba·jar',,,False,False
3927,8,WORD,A,P2,beam,bil·bang,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beam',,,False,False
3928,8,WORD,A,P2,beam,pak·ri,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beam',,,False,False
3929,8,WORD,A,P2,beans,bil·ik,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beans',,,False,False
3930,8,WORD,A,P2,beans,ka·rek,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beans',,,False,False
3931,8,PHRASE,B,,"beans, green",ge·na·si,unverified,,,,,False,False
3932,8,WORD,A,P2,beard,ku·sim·ang,unverified,D2,2 distinct English glosses under Garo form 'ku·sim·ang',,,False,False
3933,8,WORD,A,P2,beat,dok·a,unverified,D2,6 distinct English glosses under Garo form 'dok·a',,,False,False
3934,8,PHRASE,B,,beautiful to hear,kin·a·to·a,unverified,,,,,False,False
3935,8,WORD,A,P2,beckon,jak·jip·a,unverified,D2,2 distinct English glosses under Garo form 'jak·jip·a',,,False,False
3936,8,WORD,B,,bedbug,dip·a,unverified,,,,,False,False
3937,8,WORD,B,,bedstead,cho·ki,unverified,,,,,False,False
3938,8,PHRASE,B,,bee's wax,beng·ki,unverified,,,,,False,False
3939,8,WORD,A,P2,beer,chu,verified_high,D2,2 distinct English glosses under Garo form 'chu',NV-048,,False,True
3940,8,WORD,A,P2,beetle,gan·di,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beetle',,,False,False
3941,8,WORD,A,P2,beetle,ki·bit·bit,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'beetle' | 2 distinct English glosses under Garo form 'ki·bit·bit',,,False,False
3942,8,WORD,B,,beg,gil·a,unverified,,,,,False,False
3943,8,WORD,B,,beggar,ma·gi·a·ri,unverified,,,,,False,False
3944,8,WORD,B,,beggars,gil·i·geng·i cha·gip·a,unverified,,,,,False,False
3945,8,WORD,A,P2,begin,a·ba·cheng·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'begin' | 6 distinct English glosses under Garo form 'a·ba·cheng·a',,,False,False
3946,8,WORD,A,P2,behave,daka,unverified,D2,6 distinct English glosses under Garo form 'daka',,,False,False
3947,8,PHRASE,A,P2,bel fruit,bel·ki,unverified,D2,2 distinct English glosses under Garo form 'bel·ki',,,False,False
3948,8,WORD,B,,belch,rang·ra·a,unverified,,,,,False,False
3949,8,WORD,A,P2,believe,be·be ra·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'believe' | 3 distinct English glosses under Garo form 'be·be ra·a',,,False,False
3950,8,WORD,A,P2,believe,chan·chi·a,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'believe' | 9 distinct English glosses under Garo form 'chan·chi·a',,,False,False
3951,8,WORD,A,P2,bell,bel,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bell' | 2 distinct English glosses under Garo form 'bel',,,False,False
3952,8,WORD,A,P2,bell,gon·ta,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bell' | 3 distinct English glosses under Garo form 'gon·ta',,,False,False
3953,8,WORD,B,,bells,no·gri,unverified,,,,,False,False
3954,8,WORD,A,P2,belly,bik·ma,unverified,D2,2 distinct English glosses under Garo form 'bik·ma',,,False,False
3955,8,WORD,A,P2,belong,donga,unverified,D2,12 distinct English glosses under Garo form 'donga',,,False,False
3956,8,WORD,A,P2,bench,brens,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bench',,,False,False
3957,8,WORD,A,P2,bench,hai·brens,unverified,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bench',,,False,False
3958,8,WORD,B,,bend,be·gop·a,unverified,,,,,False,False
3959,8,PHRASE,B,,bend over,gok·gok·a,unverified,,,,,False,False
3960,8,WORD,A,P2,benefit,lap,unverified,D2,2 distinct English glosses under Garo form 'lap',,,False,False
3961,8,WORD,A,P2,bent,gong·ge·a,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bent' | 4 distinct English glosses under Garo form 'gong·ge·a',,,False,False
3962,8,WORD,A,P2,bent,·gok·,unverified,D5;D1,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bent',,,False,False
3963,8,WORD,A,P2,bent,kong·krot·a,unverified,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'bent' | 3 distinct English glosses under Garo form 'kong·krot·a',,,False,False
3964,8,WORD,A,P2,beseech,mol·mol·a,unverified,D2,2 distinct English glosses under Garo form 'mol·mol·a',,,False,False
3965,8,PHRASE,A,P2,big around,ding·dang,unverified,D2,2 distinct English glosses under Garo form 'ding·dang',,,False,False
3966,8,WORD,A,P2,bird,Do·,superseded,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'bird' | 2 distinct English glosses under Garo form 'Do·',NV-025,,True,True
3967,8,WORD,A,P2,chicken,do·o,verified_high,D2,2 distinct English glosses under Garo form 'do·o',NV-025,,True,True
