cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"458","three cat","1226","three cat","menggo manggni","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-10 (Claude A, per Claude C's engineering report + cross-checked against Claude B's docs/COUNTING_PHRASE_AUDIT_20260810.md read-only candidate report): bulk-generated counted-noun entry, numeral suffix contradicts its own claimed count (stuck at the 2's-suffix '·gni', or a redundant 1's-prefix), against the already-VERIFIED/HIGH NUMBERS suffix table (RULE-G-classifier.yaml/garo_classifier.js). This is a provable arithmetic mismatch, not a judgment call — no native input needed to flag it as non-authoritative. The REPLACEMENT value is not asserted here (per NV-071's standing restraint: mechanical derivation is a candidate, not a confirmation) — see Claude B's audit report for the mechanically-derived candidate pending native review. Not deleted, retained per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"458","three cat","8643","three cat","menggo manggittam","verified_high","animals","","","multiple-Garo candidate group","VERIFIED/HIGH. Root 'menggo' (cat) native-confirmed 2026-08-11 (Thangseng, WhatsApp relay via Tridip, Project Owner: 'three cat'=Menggo mang·gittam, 'two cat'=Menggo mang·gni — matches pre-existing live 'two cat' entry exactly). Suffix per NUMBERS['3']='gittam', same mang-classifier formula as dog (NV-071). Added 2026-08-11 (Claude A, counting-system audit follow-up) replacing fabricated 'menggo mang·gni' entry, which is retained SUPERSEDED per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
"459","three bird","1227","three bird","na·tok manggni","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-10 (Claude A, per Claude C's engineering report + cross-checked against Claude B's docs/COUNTING_PHRASE_AUDIT_20260810.md read-only candidate report): bulk-generated counted-noun entry, numeral suffix contradicts its own claimed count (stuck at the 2's-suffix '·gni', or a redundant 1's-prefix), against the already-VERIFIED/HIGH NUMBERS suffix table (RULE-G-classifier.yaml/garo_classifier.js). This is a provable arithmetic mismatch, not a judgment call — no native input needed to flag it as non-authoritative. The REPLACEMENT value is not asserted here (per NV-071's standing restraint: mechanical derivation is a candidate, not a confirmation) — see Claude B's audit report for the mechanically-derived candidate pending native review. Not deleted, retained per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"459","three bird","8655","three bird","do·o manggittam","verified_high","animals","","mang","multiple-Garo candidate group","VERIFIED/HIGH. Root 'do·o' (bird, native-confirmed 2026-08-11, same word as chicken) + mang classifier + NUMBERS['3']='gittam' suffix — same formula as dog/cat (NV-071, 2026-08-11 session). Replaces fabricated 'na·tok mang·gni' entry, retained SUPERSEDED per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
"460","my dog","1411","my dog","angni Achak","unverified","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-083 (2026-08-20, Thangseng via Tridip): not confirmed, superseded by 'ang·ni achak'. | Root corrected 2026-09-05 (Claude B, NV-audit remediation): noun part was the generic animal-classifier placeholder 'mang' left over from bulk template generation (same placeholder shipped identically for dog/cat/bird/fish across 15 modifiers). Replaced with the canonical standalone noun already used by the working sov-assembly composition path for this animal, so both paths now agree. 'cat' rows in this same batch are deliberately NOT touched here — cat's own canonical root is unresolved pending Thangseng adjudication (menggo vs meng·gong), see docs/CLAUDE_B_SESSION_MIGRATION_20260905C.md."
"460","my dog","9189","my dog","ang·ni achak","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-20 (NV-083, Thangseng relay via Tridip, THANGSENG_RELAY_BATCH_20260820 Part B)"
"461","at the market","1587","at the market","bajaro","","travel","","","multiple-Garo candidate group","INCORRECT, superseded — NV-052 (Project Owner direct decision, 2026-08-02, closing the NV-051 open discrepancy): confirmed 'at the market' = 'bajalo', not 'bajaro'. Retained per citation discipline, not deleted."
"461","at the market","8384","at the market","bajalo","verified_high","travel","","","multiple-Garo candidate group","VERIFIED/HIGH — NV-052 (Project Owner direct decision, 2026-08-02): closes the NV-051 bajaro/bajalo discrepancy in favor of 'bajalo'. '-o' = stationary locative."
"462","i want food","1744","i want food","ang nama chak","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'i want food' has VERIFIED/HIGH form(s) ['Anga mi·ko sikenga']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"462","i want food","6533","i want food","Anga mi·ko sikenga","superseded","phrases","","","multiple-Garo candidate group","SUPERSEDED — NV-021 follow-up, direct Thangseng native validation via Tridip WhatsApp, 2026-07-19 (relayed to Claude A 2026-08-03). Native gave the parallel case explicitly: ""'apple cha'na skenga' translates into 'i want to eat apple'"" (ko dropped, same eat/drink reframing as water). 'mi'(food/rice) + cha·na(to eat) applied by direct analogy to the stated apple example - not independently confirmed word-for-word for 'mi' specifically, flagged as such. Also corrects the root: 'sikenga'->'skenga' (see 'i want water' entry note). Not deleted, retained per citation discipline. corrections.json corrected in the same pass."
"462","i want food","8564","i want food","Anga mi cha·na skenga","verified_high","phrases","","","multiple-Garo candidate group","VERIFIED/HIGH (by direct analogy) — NV-021 follow-up, direct Thangseng native validation via Tridip WhatsApp, 2026-07-19 (relayed to Claude A 2026-08-03). Applies the native-confirmed eat/drink-desire pattern ('apple cha'na skenga' = 'I want to eat apple', ko dropped) to 'mi'(food). The pattern itself is VERIFIED; 'mi' as the specific noun was not independently native-confirmed word-for-word - flagged, not claimed as a direct quote."
"463","i want water","1750","i want water","ang nama chik","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'i want water' has VERIFIED/HIGH form(s) ['Anga chi·ko sikenga']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"463","i want water","6532","i want water","Anga chi·ko sikenga","superseded","phrases","","","multiple-Garo candidate group","SUPERSEDED — NV-021 follow-up, direct Thangseng native validation via Tridip WhatsApp, 2026-07-19 (relayed to Claude A 2026-08-03). Native: wanting water/food is expressed as wanting to drink/eat, with the object's usual 'ko' suffix DROPPED: '(Anga) Chi ringna skenga.' = 'I want to drink water.' Also corrects the root: 'sikenga' (continuous of 'sika', push/insert) was wrong here; the intended form is 'skenga' (continuous of 'ska', want) - a minimal pair easy to mistype/mishear. Not deleted, retained per citation discipline. corrections.json corrected in the same pass."
"463","i want water","8563","i want water","Anga chi ringna skenga","verified_high","phrases","","","multiple-Garo candidate group","VERIFIED/HIGH — NV-021 follow-up, direct Thangseng native validation via Tridip WhatsApp, 2026-07-19 (relayed to Claude A 2026-08-03). Literally 'water wants to drink' per the rules established so far, per native's own framing of the peculiarity; 'ko' dropped in this eat/drink-desire construction. See superseded 'Anga chi·ko sikenga' entry for full citation."
"464","i need water","1751","i need water","ang dang chik","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'i need water' has VERIFIED/HIGH form(s) ['Ang·o chi nang·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"464","i need water","6506","I need water","Ang·o chi nang·a","verified_high","phrases","","","multiple-Garo candidate group","VERIFIED/HIGH/200sentences"
"465","my mother","2024","my mother","angni mama","superseded","family","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-23 Thangseng relay (Project Owner direct chat): superseded by new native form. Retained per citation discipline, not deleted. Prior notes: "
"465","my mother","9260","my mother","ang·ni a·ai","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (Thangseng, direct Project Owner relay, chat batch). Compositional (POSSESSIVES/sov-assembly, Rule 11) from already-VERIFIED 'mother (address form)'=a·ai (NV-080/NV-018-followup). Matches what corrections.json already ships (ang·ni aai) — closes a duplicate-representation gap, not a new linguistic claim."
"466","go down","2042","go down","rong cha","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'go down' has VERIFIED/HIGH form(s) ['chep·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"466","go down","4317","go down","chep·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"467","the papaya","2062","the papaya","Modu","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — Project Owner directive (2026-09-08, .ai/PROJECT_OWNER_DIRECTIVE_PROTOCOL.json schema 2026-09-08.2): canonical for 'the papaya' is now 'Modupol'. 'Modu' retained per citation discipline."
